geometry,count
"{""type"":""Polygon"",""coordinates"":[[[116.478499,39.841885],[116.48003,39.842858],[116.4807,39.842252],[116.481028,39.841999],[116.481373,39.841598],[116.481827,39.84102],[116.481998,39.840559],[116.481998,39.840528],[116.479734,39.840711]]]}",98
"{""type"":""Polygon"",""coordinates"":[[[116.469655,39.889966],[116.469664,39.889412],[116.468155,39.889488],[116.468137,39.886547],[116.469152,39.886533],[116.469152,39.885883],[116.469331,39.885523],[116.471829,39.885551],[116.471847,39.887654],[116.474416,39.88753],[116.47438,39.889938]]]}",8
"{""type"":""Polygon"",""coordinates"":[[[116.53668,39.968766],[116.540947,39.969122],[116.541549,39.967283],[116.537785,39.966298],[116.537672,39.966316],[116.537142,39.967663]]]}",46
"{""type"":""Polygon"",""coordinates"":[[[116.196924,40.050487],[116.196933,40.04853],[116.198461,40.048499],[116.198519,40.048709],[116.199067,40.048727],[116.199413,40.05009],[116.197041,40.050622]]]}",43
"{""type"":""Polygon"",""coordinates"":[[[116.453519,39.881943],[116.454494,39.881926],[116.454512,39.881123],[116.454216,39.881106],[116.454216,39.880974],[116.453533,39.881009]]]}",51
"{""type"":""Polygon"",""coordinates"":[[[116.34694,39.806551],[116.346675,39.804822],[116.347372,39.804777],[116.347996,39.804756],[116.348167,39.80609],[116.349065,39.806069],[116.349123,39.806385]]]}",47
"{""type"":""Polygon"",""coordinates"":[[[116.730856,40.210108],[116.731,40.208372],[116.734616,40.208462],[116.735128,40.208641],[116.735671,40.209529],[116.735631,40.210156]]]}",59
"{""type"":""Polygon"",""coordinates"":[[[116.56429,40.077614],[116.563778,40.074646],[116.56588,40.074426],[116.56606,40.075578],[116.566922,40.075475],[116.567093,40.076544],[116.566239,40.076579],[116.566284,40.077469]]]}",35
"{""type"":""Polygon"",""coordinates"":[[[116.470971,40.006674],[116.470944,40.006246],[116.470683,40.005935],[116.469632,40.005956],[116.469713,40.004802],[116.470809,40.004823],[116.470746,40.003821],[116.471231,40.003821],[116.471339,40.004104],[116.472857,40.004063],[116.472785,40.005016],[116.474286,40.005023],[116.474196,40.007192]]]}",63
"{""type"":""Polygon"",""coordinates"":[[[116.479697,40.014341],[116.479787,40.012055],[116.481709,40.012137],[116.481718,40.013194],[116.481916,40.013208],[116.482266,40.013429],[116.484781,40.013436],[116.484736,40.014445]]]}",1
"{""type"":""Polygon"",""coordinates"":[[[116.443144,39.862237],[116.443198,39.861299],[116.44402,39.861274],[116.44398,39.862219]]]}",79
"{""type"":""Polygon"",""coordinates"":[[[116.337693,39.778308],[116.337859,39.775788],[116.341668,39.775746],[116.34156,39.778242]]]}",96
"{""type"":""Polygon"",""coordinates"":[[[116.450913,39.975673],[116.449826,39.975881],[116.44935,39.976358],[116.44908,39.976987],[116.449601,39.977339],[116.449457,39.978528],[116.450122,39.978555],[116.45235,39.976952]]]}",46
"{""type"":""Polygon"",""coordinates"":[[[116.330187,40.06317],[116.330398,40.062914],[116.3313,40.063249],[116.331359,40.06328],[116.331143,40.06357]]]}",73
"{""type"":""Polygon"",""coordinates"":[[[116.348651,39.870945],[116.348629,39.870221],[116.350214,39.870249],[116.350237,39.871101]]]}",11
"{""type"":""Polygon"",""coordinates"":[[[116.131885,39.736964],[116.131799,39.735147],[116.134678,39.735209],[116.134696,39.736974]]]}",4
"{""type"":""Polygon"",""coordinates"":[[[116.364223,40.092824],[116.369208,40.093031],[116.369576,40.090043],[116.364465,40.089802]]]}",22
"{""type"":""Polygon"",""coordinates"":[[[116.478922,39.876954],[116.481765,39.876985],[116.481787,39.875787],[116.483755,39.875805],[116.483755,39.873659],[116.478913,39.873642]]]}",76
"{""type"":""Polygon"",""coordinates"":[[[116.408771,39.974873],[116.410388,39.974922],[116.410842,39.974894],[116.412023,39.974922],[116.412944,39.974918],[116.413352,39.974898],[116.413536,39.974708],[116.41368,39.974656],[116.413963,39.97309],[116.414031,39.972589],[116.414031,39.972119],[116.414062,39.971245],[116.414098,39.970046],[116.414107,39.968777],[116.414134,39.96839],[116.412804,39.968442],[116.412786,39.969289],[116.412171,39.969296],[116.411749,39.969296],[116.410783,39.969285],[116.410352,39.969289],[116.410298,39.968891],[116.409696,39.969278],[116.409445,39.969434],[116.409005,39.969631],[116.408879,39.971836],[116.408793,39.973857],[116.408775,39.974511]]]}",32
"{""type"":""Polygon"",""coordinates"":[[[116.29899,39.94314],[116.298972,39.94118],[116.300319,39.941142],[116.300337,39.943168],[116.299807,39.943171]]]}",73
"{""type"":""Polygon"",""coordinates"":[[[116.322175,40.048299],[116.322818,40.047457],[116.323101,40.047588],[116.323065,40.048386],[116.32253,40.048437]]]}",5
"{""type"":""Polygon"",""coordinates"":[[[116.375912,39.953131],[116.376662,39.953131],[116.377142,39.953197],[116.377219,39.953204],[116.377272,39.952951],[116.377272,39.95292],[116.376715,39.952858],[116.376266,39.952834],[116.375885,39.952813],[116.375822,39.952968],[116.375795,39.9531]]]}",71
"{""type"":""Polygon"",""coordinates"":[[[116.491459,39.967667],[116.492222,39.968282],[116.493251,39.967604],[116.493718,39.967998],[116.493934,39.968147],[116.494033,39.968161],[116.494095,39.968137],[116.494334,39.967649],[116.494563,39.967166],[116.49463,39.966865],[116.493521,39.966053],[116.492452,39.967038],[116.492209,39.967252],[116.491827,39.967331]]]}",74
"{""type"":""Polygon"",""coordinates"":[[[116.471243,39.911543],[116.472338,39.911543],[116.472338,39.911121],[116.472303,39.911027],[116.472262,39.910976],[116.471243,39.910827]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.134715,39.96201],[116.13427,39.96156],[116.135635,39.960997],[116.13586,39.961736]]]}",15
"{""type"":""Polygon"",""coordinates"":[[[116.432288,39.917606],[116.432526,39.91761],[116.432804,39.917617],[116.433042,39.917613],[116.433209,39.91762],[116.433285,39.917624],[116.433289,39.917364],[116.433285,39.917129],[116.433303,39.916939],[116.433321,39.916583],[116.433334,39.916268],[116.433325,39.916233],[116.433069,39.916251],[116.432831,39.916251],[116.432494,39.916251],[116.432333,39.916258],[116.432301,39.916264],[116.432283,39.917157]]]}",14
"{""type"":""Polygon"",""coordinates"":[[[116.448192,39.874665],[116.44821,39.871747],[116.44954,39.871723],[116.449544,39.874215],[116.448897,39.874242],[116.44892,39.874626],[116.448242,39.874689]]]}",65
"{""type"":""Polygon"",""coordinates"":[[[116.270463,40.059289],[116.270782,40.056894],[116.273086,40.057104],[116.272781,40.059493]]]}",1
"{""type"":""Polygon"",""coordinates"":[[[116.418591,40.013902],[116.420922,40.013881],[116.420886,40.012786],[116.420041,40.012728],[116.419377,40.012676],[116.418555,40.012524]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.262644,39.899298],[116.262667,39.898271],[116.263843,39.898271],[116.26387,39.899326]]]}",90
"{""type"":""Polygon"",""coordinates"":[[[116.415398,39.9286],[116.416077,39.928611],[116.416149,39.928597],[116.416131,39.927922],[116.415569,39.927912],[116.415578,39.927303],[116.415565,39.927207],[116.415178,39.927196],[116.415183,39.927504],[116.415183,39.927815],[116.415178,39.927985],[116.415214,39.928016],[116.415376,39.928054],[116.415385,39.928251],[116.415412,39.928562]]]}",69
"{""type"":""Polygon"",""coordinates"":[[[116.379306,39.984503],[116.379279,39.982907],[116.385477,39.983073],[116.385513,39.983522],[116.382872,39.983453],[116.383115,39.984109],[116.384507,39.984241],[116.384462,39.984579],[116.383214,39.9846],[116.38281,39.984358],[116.380968,39.984331],[116.380842,39.984545]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.33616,39.893756],[116.336425,39.893749],[116.336969,39.893756],[116.337368,39.893759],[116.337732,39.893749],[116.33828,39.893746],[116.338388,39.893739],[116.338365,39.89314],[116.338343,39.893088],[116.338392,39.893047],[116.338684,39.89305],[116.338904,39.893061],[116.338909,39.893061],[116.338927,39.892687],[116.338945,39.892019],[116.338945,39.891943],[116.338949,39.891919],[116.338824,39.891922],[116.338612,39.891922],[116.338361,39.891919],[116.338127,39.891908],[116.337885,39.891895],[116.337683,39.891874],[116.337602,39.891863],[116.337534,39.89187],[116.337494,39.891895],[116.337467,39.891978],[116.337467,39.892019],[116.337508,39.892043],[116.33753,39.892078],[116.337503,39.892133],[116.337436,39.892161],[116.337359,39.892161],[116.337058,39.892168],[116.336852,39.892168],[116.336578,39.892175],[116.336551,39.892171],[116.33651,39.892137],[116.336488,39.892099],[116.33643,39.892033],[116.336317,39.892064],[116.336196,39.892071],[116.336142,39.892106],[116.336133,39.892365],[116.336151,39.893379],[116.336156,39.893739]]]}",65
"{""type"":""Polygon"",""coordinates"":[[[116.343182,39.981885],[116.343267,39.979628],[116.344269,39.979691],[116.344201,39.981266],[116.344094,39.981318],[116.344053,39.981885]]]}",51
"{""type"":""Polygon"",""coordinates"":[[[116.44679,39.895132],[116.446934,39.895156],[116.44759,39.895139],[116.447931,39.895132],[116.447918,39.894855],[116.44794,39.894402],[116.447922,39.894315],[116.447558,39.894329],[116.447491,39.894592],[116.447311,39.894616],[116.447177,39.89461],[116.447015,39.894623],[116.446997,39.894776],[116.446808,39.894783]]]}",39
"{""type"":""Polygon"",""coordinates"":[[[116.32686,39.846841],[116.327004,39.843413],[116.331199,39.843558],[116.331019,39.846183]]]}",50
"{""type"":""Polygon"",""coordinates"":[[[116.681549,40.295995],[116.680705,40.290863],[116.684765,40.290443],[116.685681,40.295568]]]}",68
"{""type"":""Polygon"",""coordinates"":[[[116.335237,39.979988],[116.335323,39.979152],[116.337771,39.979335],[116.337622,39.980779],[116.336944,39.980772],[116.336949,39.980448],[116.335794,39.980427],[116.335839,39.980022]]]}",20
"{""type"":""Polygon"",""coordinates"":[[[116.298252,39.845259],[116.298508,39.843912],[116.300241,39.844102],[116.300143,39.844507],[116.300107,39.844635],[116.299981,39.845408],[116.299343,39.845359],[116.298961,39.845328]]]}",43
"{""type"":""Polygon"",""coordinates"":[[[116.353556,40.095238],[116.353681,40.092402],[116.361416,40.092796],[116.361083,40.095521]]]}",39
"{""type"":""Polygon"",""coordinates"":[[[116.373516,39.916662],[116.374212,39.916672],[116.374747,39.916672],[116.375299,39.916655],[116.375366,39.916662],[116.375353,39.916115],[116.375353,39.915589],[116.375344,39.915257],[116.375344,39.915116],[116.375101,39.915116],[116.374823,39.915112],[116.374594,39.915109],[116.374419,39.915102],[116.374306,39.915078],[116.37405,39.915078],[116.373673,39.915081],[116.372878,39.915078],[116.372636,39.915071],[116.372658,39.915375],[116.372968,39.91543],[116.37313,39.915444],[116.373264,39.915461],[116.373453,39.915558],[116.373502,39.915617],[116.37352,39.915714],[116.373511,39.915977]]]}",33
"{""type"":""Polygon"",""coordinates"":[[[116.453771,39.847387],[116.456305,39.847193],[116.456367,39.846133],[116.453753,39.846189],[116.453753,39.846189],[116.453753,39.846396]]]}",9
"{""type"":""Polygon"",""coordinates"":[[[116.036903,39.617733],[116.036454,39.616486],[116.037865,39.616024],[116.038547,39.617386]]]}",65
"{""type"":""Polygon"",""coordinates"":[[[116.121963,39.737237],[116.121945,39.73628],[116.123356,39.736277],[116.123383,39.736672],[116.123023,39.736696],[116.122987,39.737223]]]}",43
"{""type"":""Polygon"",""coordinates"":[[[116.352617,39.796735],[116.352563,39.796063],[116.353794,39.796022],[116.353785,39.796721]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.341608,40.094422],[116.34234,40.091977],[116.342443,40.091625],[116.34428,40.091794],[116.344217,40.091897],[116.344078,40.092718],[116.343746,40.094681]]]}",99
"{""type"":""Polygon"",""coordinates"":[[[116.266743,39.9194],[116.266743,39.917501],[116.266729,39.916446],[116.268804,39.916453],[116.268764,39.918082],[116.270188,39.918124],[116.270304,39.918791],[116.270951,39.91875],[116.270929,39.919435]]]}",84
"{""type"":""Polygon"",""coordinates"":[[[116.269683,39.861357],[116.270052,39.860346],[116.271534,39.860512],[116.271669,39.860326],[116.271749,39.858643],[116.273483,39.858678],[116.273429,39.859259],[116.273537,39.859855],[116.27307,39.861911]]]}",9
"{""type"":""Polygon"",""coordinates"":[[[116.641467,40.333538],[116.641319,40.331592],[116.642289,40.331592],[116.644216,40.331575],[116.644423,40.332826]]]}",25
"{""type"":""Polygon"",""coordinates"":[[[116.501496,39.946644],[116.50353,39.946578],[116.504447,39.946544],[116.505039,39.946571],[116.505803,39.946627],[116.506814,39.946644],[116.50782,39.946633],[116.50782,39.946447],[116.507896,39.945876],[116.508017,39.944919],[116.508098,39.94421],[116.508192,39.942993],[116.508255,39.942329],[116.504828,39.941323],[116.5015,39.940327],[116.501478,39.942377],[116.501478,39.944317],[116.501482,39.945856]]]}",73
"{""type"":""Polygon"",""coordinates"":[[[116.382874,39.973513],[116.383597,39.973506],[116.383556,39.973101],[116.383556,39.973084],[116.384203,39.973063],[116.385218,39.973091],[116.385802,39.973112],[116.38604,39.973129],[116.386242,39.973108],[116.386431,39.973108],[116.386323,39.972269],[116.386305,39.97203],[116.385645,39.97202],[116.385604,39.972027],[116.385555,39.972075],[116.385559,39.972352],[116.385564,39.972479],[116.384944,39.972466],[116.384787,39.972462],[116.384756,39.972435],[116.384697,39.972417],[116.384392,39.97239],[116.383978,39.972386],[116.383754,39.972379],[116.383713,39.972393],[116.383484,39.972424],[116.383183,39.972393],[116.382914,39.9724],[116.382851,39.972517],[116.38251,39.9725],[116.382375,39.972856],[116.382842,39.972904]]]}",91
"{""type"":""Polygon"",""coordinates"":[[[116.175774,39.932368],[116.175769,39.93131],[116.175967,39.931158],[116.17987,39.931092],[116.179829,39.932406],[116.175935,39.932479]]]}",37
"{""type"":""Polygon"",""coordinates"":[[[116.437496,39.98884],[116.439733,39.98885],[116.440497,39.988809],[116.440501,39.988287],[116.439473,39.988287],[116.439468,39.987143],[116.439351,39.98714],[116.43941,39.986051],[116.437568,39.98602]]]}",54
"{""type"":""Polygon"",""coordinates"":[[[116.448107,39.965385],[116.448947,39.965371],[116.45011,39.964528],[116.449656,39.964331],[116.449256,39.964262],[116.44812,39.9643]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.51012,39.875789],[116.511552,39.875747],[116.511548,39.87365],[116.511561,39.871989],[116.511525,39.87048],[116.511499,39.869957],[116.510569,39.869947],[116.509909,39.870016],[116.508534,39.87032],[116.507654,39.870355],[116.506675,39.870365],[116.506661,39.871919],[116.506679,39.873864],[116.510218,39.873979],[116.510182,39.874968]]]}",0
"{""type"":""Polygon"",""coordinates"":[[[116.22913,39.89943],[116.229112,39.898842],[116.228115,39.898842],[116.228169,39.897444],[116.230217,39.897243],[116.230145,39.899409]]]}",52
"{""type"":""Polygon"",""coordinates"":[[[116.403935,39.97026],[116.403495,39.969977],[116.403441,39.969915],[116.403773,39.969631],[116.405174,39.969721],[116.405165,39.970019],[116.404366,39.970108]]]}",64
"{""type"":""Polygon"",""coordinates"":[[[116.423718,40.001857],[116.42458,40.001888],[116.424598,40.001204],[116.423781,40.001473]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.428185,40.003015],[116.428176,40.001598],[116.42814,40.000673],[116.428118,40.000334],[116.427983,39.999947],[116.42518,40.000942],[116.424637,40.00116],[116.424614,40.001944],[116.423689,40.001885],[116.42368,40.002234],[116.423739,40.002683],[116.426568,40.002652],[116.427529,40.002856]]]}",36
"{""type"":""Polygon"",""coordinates"":[[[116.421752,39.997926],[116.421267,39.997101],[116.422071,39.996994],[116.422395,39.997363],[116.423266,39.997353],[116.423279,39.997951]]]}",4
"{""type"":""Polygon"",""coordinates"":[[[116.43871,39.864308],[116.43911,39.862647],[116.440529,39.862952],[116.440215,39.864388]]]}",96
"{""type"":""Polygon"",""coordinates"":[[[116.304851,39.969772],[116.305161,39.968753],[116.309122,39.969388],[116.308947,39.970698],[116.307654,39.970342],[116.30693,39.970125],[116.306414,39.970028]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.281809,39.936857],[116.281985,39.934668],[116.282721,39.934896],[116.282847,39.934976],[116.28335,39.935118],[116.283709,39.935197],[116.283664,39.935495],[116.283759,39.935847],[116.283705,39.936217],[116.283669,39.936964]]]}",11
"{""type"":""Polygon"",""coordinates"":[[[116.287616,39.844319],[116.287958,39.842166],[116.290653,39.842429],[116.29032,39.844631]]]}",67
"{""type"":""Polygon"",""coordinates"":[[[116.50456,39.966496],[116.508001,39.967495],[116.508297,39.966576],[116.505795,39.965743],[116.505041,39.965494]]]}",97
"{""type"":""Polygon"",""coordinates"":[[[116.362839,39.883467],[116.363248,39.883498],[116.363625,39.883516],[116.363774,39.883526],[116.363787,39.883208],[116.363791,39.883069],[116.363311,39.883073],[116.363032,39.883069],[116.362853,39.883059],[116.362844,39.883395]]]}",84
"{""type"":""Polygon"",""coordinates"":[[[116.330304,39.907318],[116.330318,39.907014],[116.330309,39.906799],[116.330497,39.906782],[116.330673,39.906782],[116.330704,39.906823],[116.330709,39.907003],[116.330673,39.907238],[116.330655,39.907318]]]}",80
"{""type"":""Polygon"",""coordinates"":[[[116.230424,39.909379],[116.230424,39.905228],[116.235867,39.905283],[116.236218,39.905304],[116.236487,39.902889],[116.24238,39.902993],[116.242165,39.904833],[116.242192,39.906452],[116.242156,39.90951],[116.242039,39.90951]]]}",66
"{""type"":""Polygon"",""coordinates"":[[[116.140918,39.759918],[116.139018,39.757682],[116.139216,39.757589],[116.140375,39.757835],[116.140617,39.757173],[116.14095,39.757266],[116.140707,39.758247],[116.143757,39.758636],[116.143721,39.759211]]]}",54
"{""type"":""Polygon"",""coordinates"":[[[116.189402,40.192801],[116.190067,40.191282],[116.191819,40.191644],[116.191123,40.193108]]]}",43
"{""type"":""Polygon"",""coordinates"":[[[116.333189,39.890928],[116.334218,39.890942],[116.334361,39.890942],[116.33437,39.890838],[116.33429,39.890821],[116.334195,39.890793],[116.334146,39.890776],[116.334096,39.890765],[116.334079,39.890305],[116.333818,39.890295],[116.333468,39.890288],[116.33327,39.890278],[116.333207,39.89026],[116.333198,39.890264],[116.333203,39.890506]]]}",35
"{""type"":""Polygon"",""coordinates"":[[[116.639658,40.347912],[116.639662,40.346115],[116.641027,40.346139],[116.641059,40.346613],[116.641557,40.34661],[116.641912,40.346857],[116.641957,40.347104],[116.64211,40.347118],[116.642029,40.34794]]]}",67
"{""type"":""Polygon"",""coordinates"":[[[116.196844,40.048463],[116.19847,40.048373],[116.19839,40.047399],[116.19865,40.047337],[116.198506,40.046633],[116.197348,40.046971],[116.196764,40.046978]]]}",26
"{""type"":""Polygon"",""coordinates"":[[[116.317795,39.934049],[116.317777,39.933606],[116.317602,39.933606],[116.317643,39.933105],[116.318465,39.933119],[116.318447,39.933661],[116.320396,39.933648],[116.32041,39.934004]]]}",64
"{""type"":""Polygon"",""coordinates"":[[[116.451371,39.896843],[116.451802,39.896863],[116.452363,39.896891],[116.452538,39.896915],[116.45257,39.896912],[116.452592,39.896621],[116.452592,39.896445],[116.452588,39.896265],[116.452597,39.896154],[116.452327,39.896171],[116.452008,39.896182],[116.451977,39.896189],[116.451968,39.896026],[116.451968,39.895998],[116.451743,39.895988],[116.451559,39.895974],[116.451487,39.895971],[116.451465,39.896033],[116.451384,39.896583],[116.451362,39.896808]]]}",52
"{""type"":""Polygon"",""coordinates"":[[[116.505037,39.965438],[116.507678,39.966323],[116.507974,39.964066],[116.505562,39.964083]]]}",30
"{""type"":""Polygon"",""coordinates"":[[[116.51174,39.872318],[116.513887,39.872308],[116.513905,39.873664],[116.514632,39.873626],[116.514619,39.871654],[116.514601,39.870896],[116.513923,39.870906],[116.513873,39.871657],[116.511744,39.871674]]]}",63
"{""type"":""Polygon"",""coordinates"":[[[116.443207,39.899389],[116.443656,39.899396],[116.443669,39.899393],[116.443728,39.899195],[116.443755,39.89905],[116.443772,39.898818],[116.443777,39.898766],[116.443781,39.898742],[116.443525,39.898742],[116.443225,39.898756],[116.443148,39.898763]]]}",35
"{""type"":""Polygon"",""coordinates"":[[[116.344584,39.983664],[116.34458,39.983329],[116.346215,39.98327],[116.34621,39.983567]]]}",78
"{""type"":""Polygon"",""coordinates"":[[[116.452451,39.882715],[116.453422,39.882684],[116.453381,39.882023],[116.452106,39.882057]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.404807,39.957397],[116.405791,39.957404],[116.405805,39.957175],[116.405827,39.956944],[116.405827,39.956837],[116.405724,39.956792],[116.405504,39.956802],[116.405288,39.956799],[116.405005,39.956792],[116.404807,39.956792]]]}",40
"{""type"":""Polygon"",""coordinates"":[[[116.384305,39.807937],[116.384413,39.805883],[116.386744,39.805942],[116.388779,39.808242]]]}",68
"{""type"":""Polygon"",""coordinates"":[[[116.354791,40.014892],[116.354805,40.013535],[116.355842,40.013507],[116.355842,40.015314],[116.354773,40.015328]]]}",83
"{""type"":""Polygon"",""coordinates"":[[[115.998587,40.469958],[115.998933,40.467807],[115.999988,40.46779],[115.999827,40.469491],[115.999575,40.470239]]]}",84
"{""type"":""Polygon"",""coordinates"":[[[116.414517,39.968313],[116.414791,39.968309],[116.41511,39.968295],[116.415541,39.968288],[116.41582,39.968288],[116.41613,39.968275],[116.416359,39.968268],[116.416399,39.968261],[116.416395,39.967984],[116.41639,39.967784],[116.416395,39.967711],[116.416022,39.967729],[116.415636,39.967749],[116.415505,39.96776],[116.415492,39.96759],[116.415478,39.96739],[116.415065,39.967379],[116.414859,39.967352],[116.414832,39.96731],[116.41462,39.967321],[116.414531,39.96731],[116.414526,39.967939]]]}",50
"{""type"":""Polygon"",""coordinates"":[[[116.35343,39.933075],[116.354472,39.933086],[116.35449,39.932816],[116.354503,39.932754],[116.354746,39.932733],[116.3548,39.932716],[116.354876,39.932515],[116.355941,39.932525],[116.355976,39.932522],[116.355968,39.932131],[116.355963,39.931734],[116.355968,39.931391],[116.355972,39.931374],[116.3555,39.931364],[116.354885,39.93136],[116.35449,39.931353],[116.353906,39.931343],[116.353583,39.931343],[116.353578,39.93135]]]}",42
"{""type"":""Polygon"",""coordinates"":[[[116.66651,40.165941],[116.665917,40.163721],[116.674873,40.163625],[116.675924,40.165844]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.488804,39.939388],[116.488557,39.93712],[116.488566,39.937075],[116.489675,39.937189],[116.489801,39.937161],[116.491261,39.93722],[116.491234,39.939429]]]}",81
"{""type"":""Polygon"",""coordinates"":[[[116.175824,39.935441],[116.175801,39.934317],[116.176601,39.934296],[116.17661,39.935469]]]}",75
"{""type"":""Polygon"",""coordinates"":[[[116.352509,39.880159],[116.353416,39.880153],[116.353488,39.879502],[116.352594,39.87946],[116.352478,39.879467],[116.352478,39.879848],[116.352478,39.880149]]]}",82
"{""type"":""Polygon"",""coordinates"":[[[116.237992,40.231509],[116.238037,40.230035],[116.239973,40.230114],[116.239901,40.231746]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[116.43285,39.877124],[116.432993,39.875366],[116.434898,39.875339],[116.434997,39.874487],[116.436919,39.874508],[116.436874,39.876861]]]}",37
"{""type"":""Polygon"",""coordinates"":[[[116.286774,39.930226],[116.286819,39.931423],[116.286388,39.931419],[116.286428,39.931039],[116.285332,39.931053],[116.285283,39.932958],[116.286891,39.932954],[116.287048,39.93349],[116.287228,39.93404],[116.288809,39.933732],[116.288706,39.933286],[116.289743,39.933024],[116.29118,39.932757],[116.291203,39.931561],[116.289442,39.931544],[116.289411,39.930489],[116.291212,39.930454],[116.291203,39.930105],[116.293161,39.930074],[116.294603,39.930057],[116.294576,39.928808],[116.294567,39.92718],[116.291032,39.927228],[116.287259,39.927321],[116.286397,39.927349],[116.285665,39.927418],[116.285557,39.928009],[116.285557,39.929144],[116.285557,39.929299],[116.285588,39.929538],[116.286738,39.929583]]]}",5
"{""type"":""Polygon"",""coordinates"":[[[116.290804,39.856824],[116.290831,39.856208],[116.291927,39.85627],[116.291756,39.856887]]]}",53
"{""type"":""Polygon"",""coordinates"":[[[116.377561,39.845927],[116.377548,39.844338],[116.380643,39.8443],[116.380656,39.846024]]]}",7
"{""type"":""Polygon"",""coordinates"":[[[116.669485,40.211162],[116.669489,40.208782],[116.670967,40.208273],[116.672274,40.208262],[116.672274,40.209926],[116.672534,40.211017],[116.672054,40.2111]]]}",43
"{""type"":""Polygon"",""coordinates"":[[[116.423376,39.974417],[116.423381,39.974576],[116.424221,39.974572],[116.424284,39.973239],[116.423152,39.973221],[116.422303,39.973228],[116.422316,39.973881],[116.422352,39.974196],[116.422429,39.974382],[116.423179,39.974403]]]}",27
"{""type"":""Polygon"",""coordinates"":[[[116.324176,39.888125],[116.325128,39.888097],[116.325496,39.888035],[116.326332,39.888007],[116.32741,39.887986],[116.327401,39.88555],[116.324275,39.885675]]]}",18
"{""type"":""Polygon"",""coordinates"":[[[116.215407,39.775944],[116.215209,39.773771],[116.215168,39.773133],[116.216934,39.773126],[116.21838,39.773116],[116.22023,39.773098],[116.220199,39.775119],[116.220194,39.776051]]]}",61
"{""type"":""Polygon"",""coordinates"":[[[116.41314,39.870628],[116.413576,39.870621],[116.41362,39.870109],[116.413643,39.869791],[116.413638,39.869784],[116.413391,39.869784],[116.413144,39.869773],[116.413028,39.869777],[116.413064,39.87022],[116.413059,39.870486],[116.413064,39.870625]]]}",61
"{""type"":""Polygon"",""coordinates"":[[[116.437199,39.851727],[116.437208,39.849961],[116.438524,39.849992],[116.438471,39.850515],[116.439248,39.850487],[116.439284,39.851779],[116.438053,39.851792],[116.437478,39.851803]]]}",93
"{""type"":""Polygon"",""coordinates"":[[[116.30525,39.968414],[116.305632,39.966952],[116.306643,39.967059],[116.307518,39.967214],[116.307029,39.968735]]]}",19
"{""type"":""Polygon"",""coordinates"":[[[116.443634,39.936588],[116.443823,39.936619],[116.444025,39.936615],[116.444263,39.936647],[116.444456,39.936643],[116.444532,39.936609],[116.444577,39.936546],[116.444595,39.936443],[116.444636,39.936266],[116.444658,39.936097],[116.444667,39.935952],[116.444676,39.935779],[116.444676,39.935595],[116.444663,39.935554],[116.444541,39.93554],[116.444339,39.935554],[116.444133,39.93554],[116.443998,39.93553],[116.443908,39.935578],[116.443854,39.935633],[116.443773,39.935713],[116.443719,39.935855],[116.443657,39.935962],[116.443607,39.936135],[116.44358,39.936204],[116.443585,39.936439],[116.443585,39.936539]]]}",93
"{""type"":""Polygon"",""coordinates"":[[[116.332475,39.762973],[116.333113,39.758764],[116.335395,39.758896],[116.335475,39.76316]]]}",79
"{""type"":""Polygon"",""coordinates"":[[[116.499628,39.972544],[116.500953,39.972555],[116.501011,39.970744],[116.500809,39.970678],[116.500068,39.970025],[116.498118,39.971311],[116.498321,39.971473],[116.499641,39.971546]]]}",87
"{""type"":""Polygon"",""coordinates"":[[[116.432849,39.812552],[116.43284,39.811378],[116.434116,39.81135],[116.434057,39.809982],[116.435113,39.809968],[116.435261,39.812233],[116.435297,39.812545]]]}",52
"{""type"":""Polygon"",""coordinates"":[[[116.618522,39.93353],[116.620004,39.934823],[116.621738,39.936369],[116.623256,39.93538],[116.624388,39.934685],[116.624258,39.934484],[116.623984,39.934145],[116.622259,39.932399],[116.621563,39.931708]]]}",25
"{""type"":""Polygon"",""coordinates"":[[[116.468502,39.928894],[116.468484,39.928382],[116.473668,39.928361],[116.473641,39.928804]]]}",66
"{""type"":""Polygon"",""coordinates"":[[[116.29379,40.0175],[116.292362,40.017403],[116.291019,40.017258],[116.29,40.017096],[116.289546,40.017013],[116.289492,40.016961],[116.289591,40.016568],[116.289667,40.016395],[116.290422,40.015466],[116.289537,40.015058],[116.290058,40.01424],[116.290242,40.013895],[116.290318,40.013677],[116.290314,40.013532],[116.291158,40.013794],[116.291491,40.013197],[116.291994,40.013311],[116.292079,40.012285],[116.294549,40.012513]]]}",95
