from,to,count
广元市,清远市,14
泰安市,延安市,14
张家界市,黄山市,14
邵阳市,唐山市,14
临汾市,三明市,14
菏泽市,张掖市,14
昭通市,云浮市,14
运城市,喀什地区,14
张家界市,汕尾市,14
周口市,嘉峪关市,14
安阳市,清远市,14
资阳市,开封市,14
巴中市,武威市,14
榆林市,新疆维吾尔自治区直辖县级行政单位,14
荆门市,阳江市,14
大理白族自治州,来宾市,14
南充市,龙岩市,14
内江市,清远市,14
许昌市,石嘴山市,14
丹东市,佛山市,14
广安市,来宾市,14
庆阳市,赣州市,14
德阳市,喀什地区,14
昭通市,南平市,14
天水市,清远市,14
铜川市,宁波市,14
温州市,遂宁市,13
汕头市,南充市,13
金华市,十堰市,13
江门市,泸州市,13
江门市,驻马店市,13
金华市,泸州市,13
厦门市,遂宁市,13
昆明市,抚州市,13
惠州市,平顶山市,13
苏州市,眉山市,13
佛山市,十堰市,13
嘉兴市,内江市,13
泉州市,开封市,13
江门市,广安市,13
常州市,宜宾市,13
鄂尔多斯市,邢台市,13
榆林市,十堰市,13
佛山市,乐山市,13
东莞市,徐州市,13
惠州市,资阳市,13
绍兴市,郴州市,13
金华市,绵阳市,13
苏州市,泸州市,13
嘉兴市,漯河市,13
福州市,开封市,13
杭州市,遂宁市,13
厦门市,黔西南布依族苗族自治州,13
榆林市,平顶山市,13
福州市,漯河市,13
长沙市,沧州市,13
佛山市,广元市,13
南宁市,洛阳市,13
金华市,漯河市,13
杭州市,资阳市,13
杭州市,巴中市,13
南京市,四平市,13
河源市,驻马店市,13
东莞市,南通市,13
长沙市,泰安市,13
海口市,九江市,13
漳州市,商丘市,13
海口市,孝感市,13
汕头市,宿州市,13
莆田市,永州市,13
嘉兴市,汉中市,13
嘉兴市,新余市,13
廊坊市,莆田市,13
苏州市,黔西南布依族苗族自治州,13
南京市,永州市,13
汕头市,益阳市,13
江门市,萍乡市,13
中山市,资阳市,13
汕头市,黄石市,13
揭阳市,益阳市,13
巴音郭楞蒙古自治州,周口市,13
湖州市,德阳市,13
昆明市,荆门市,13
兰州市,商丘市,13
湖州市,宜宾市,13
合肥市,衡水市,13
乌鲁木齐市,孝感市,13
肇庆市,黄冈市,13
苏州市,锦州市,13
苏州市,吕梁市,13
西宁市,菏泽市,13
丽水市,黄石市,13
莆田市,襄樊市,13
上海市,普洱市,13
武汉市,梧州市,13
镇江市,襄樊市,13
珠海市,阜阳市,13
南平市,达州市,13
东营市,邢台市,13
南通市,渭南市,13
南京市,泸州市,13
南京市,吕梁市,13
珠海市,安庆市,13
东莞市,丽水市,13
江门市,自贡市,13
新疆维吾尔自治区直辖县级行政单位,周口市,13
湖州市,濮阳市,13
大连市,宿州市,13
镇江市,咸宁市,13
佛山市,咸阳市,13
巴音郭楞蒙古自治州,南阳市,13
惠州市,凉山彝族自治州,13
鄂尔多斯市,商丘市,13
台州市,渭南市,13
珠海市,莆田市,13
拉萨市,眉山市,13
湖州市,孝感市,13
福州市,运城市,13
南通市,莆田市,13
贵阳市,保定市,13
芜湖市,洛阳市,13
海口市,汕尾市,13
三亚市,岳阳市,13
昆明市,连云港市,13
南宁市,长春市,13
廊坊市,湖北省直辖县级行政单位,13
巴音郭楞蒙古自治州,天水市,13
天津市,泸州市,13
石家庄市,莆田市,13
南宁市,宁德市,13
杭州市,庆阳市,13
大连市,泉州市,13
贵阳市,郴州市,13
无锡市,平凉市,13
海南省直辖县级行政单位,九江市,13
青岛市,晋城市,13
榆林市,阜阳市,13
成都市,赤峰市,13
丽水市,巢湖市,13
拉萨市,甘孜藏族自治州,13
银川市,商洛市,13
柳州市,泸州市,13
烟台市,临汾市,13
郑州市,南平市,13
莆田市,随州市,13
中山市,大理白族自治州,13
昆明市,漯河市,13
昌吉回族自治州,陇南市,13
福州市,大理白族自治州,13
克拉玛依市,酒泉市,13
黔西南布依族苗族自治州,宜昌市,13
丽水市,株洲市,13
清远市,许昌市,13
贵阳市,沈阳市,13
呼和浩特市,南阳市,13
温州市,德州市,13
东营市,阜阳市,13
赣州市,新乡市,13
潍坊市,通辽市,13
宜昌市,哈尔滨市,13
长沙市,崇左市,13
南宁市,随州市,13
临沂市,咸宁市,13
南通市,曲靖市,13
合肥市,汉中市,13
德宏傣族景颇族自治州,福州市,13
红河哈尼族彝族自治州,衡阳市,13
江门市,安顺市,13
苏州市,临夏回族自治州,13
海口市,黔东南苗族侗族自治州,13
青岛市,抚州市,13
合肥市,唐山市,13
哈尔滨市,咸阳市,13
河源市,随州市,13
泉州市,连云港市,13
肇庆市,上饶市,13
厦门市,鹤壁市,13
赣州市,邢台市,13
阳泉市,商丘市,13
鄂尔多斯市,安康市,13
西安市,通辽市,13
武汉市,张家口市,13
哈尔滨市,周口市,13
郑州市,乌兰察布市,13
新乡市,宜春市,13
贵阳市,安康市,13
梅州市,咸宁市,13
韶关市,达州市,13
海口市,荆门市,13
三亚市,九江市,13
贺州市,福州市,13
苏州市,海东地区,13
长沙市,长治市,13
玉林市,南阳市,13
吕梁市,汉中市,13
福州市,淄博市,13
漳州市,潍坊市,13
晋中市,广元市,13
湛江市,九江市,13
清远市,宜宾市,13
东营市,榆林市,13
巴彦淖尔市,沧州市,13
沧州市,南充市,13
丽水市,黔西南布依族苗族自治州,13
太原市,商洛市,13
珠海市,大连市,13
阳泉市,新乡市,13
青岛市,岳阳市,13
龙岩市,湘西土家族苗族自治州,13
昆明市,巢湖市,13
赣州市,平顶山市,13
嘉兴市,大理白族自治州,13
吴忠市,重庆市,13
青岛市,德阳市,13
梅州市,周口市,13
赣州市,许昌市,13
金华市,淄博市,13
烟台市,渭南市,13
湛江市,天津市,13
昆明市,临汾市,13
怀化市,新乡市,13
烟台市,漯河市,13
保定市,眉山市,13
济南市,鹤壁市,13
宜昌市,泸州市,13
宜昌市,亳州市,13
阜阳市,海南省直辖县级行政单位,13
合肥市,铜仁地区,13
昆明市,阳江市,13
湖州市,大理白族自治州,13
武汉市,百色市,13
南通市,龙岩市,13
六盘水市,永州市,13
长治市,福州市,13
福州市,保山市,13
宜春市,保定市,13
遵义市,许昌市,13
广州市,松原市,13
苏州市,延安市,13
武汉市,平凉市,13
来宾市,南昌市,13
大连市,宜昌市,13
海口市,廊坊市,13
长春市,洛阳市,13
兰州市,阿坝藏族羌族自治州,13
延安市,襄樊市,13
南宁市,焦作市,13
盐城市,莆田市,13
武汉市,佳木斯市,13
龙岩市,阜阳市,13
乌海市,定西市,13
阿克苏地区,天水市,13
哈尔滨市,信阳市,13
石嘴山市,徐州市,13
惠州市,青岛市,13
香港特别行政区,莆田市,13
鄂尔多斯市,宝鸡市,13
泰州市,邢台市,13
郑州市,营口市,13
衢州市,六盘水市,13
青岛市,黄石市,13
西安市,丽水市,13
娄底市,莆田市,13
衡水市,平顶山市,13
钦州市,泉州市,13
呼伦贝尔市,成都市,13
德州市,湖州市,13
忻州市,绵阳市,13
福州市,梧州市,13
杭州市,保山市,13
贵阳市,廊坊市,13
梅州市,河池市,13
重庆市,绥化市,13
连云港市,运城市,13
鞍山市,温州市,13
南京市,保山市,13
柳州市,常州市,13
柳州市,南充市,13
三明市,常德市,13
宁波市,揭阳市,13
淮安市,安阳市,13
石家庄市,湘潭市,13
沧州市,鹤壁市,13
南平市,哈尔滨市,13
芜湖市,长春市,13
昌吉回族自治州,嘉峪关市,13
兰州市,临沂市,13
扬州市,黔东南苗族侗族自治州,13
呼和浩特市,齐齐哈尔市,13
湘潭市,平顶山市,13
济南市,抚顺市,13
广州市,阳泉市,13
漳州市,玉林市,13
西安市,大庆市,13
宁波市,西双版纳傣族自治州,13
杭州市,阳泉市,13
宝鸡市,德州市,13
宝鸡市,台州市,13
贵阳市,宿州市,13
茂名市,湘西土家族苗族自治州,13
重庆市,抚顺市,13
阿克苏地区,定西市,13
玉林市,周口市,13
石嘴山市,定西市,13
保定市,凉山彝族自治州,13
鹰潭市,怀化市,13
漳州市,临沂市,13
绵阳市,开封市,13
河源市,西安市,13
河源市,商丘市,13
莆田市,淮南市,13
太原市,遂宁市,13
大连市,金华市,13
镇江市,大连市,13
贵阳市,长春市,13
合肥市,遂宁市,13
东莞市,乌鲁木齐市,13
延边朝鲜族自治州,三亚市,13
兰州市,海北藏族自治州,13
吕梁市,哈尔滨市,13
湘潭市,南通市,13
三明市,南宁市,13
潮州市,海南省直辖县级行政单位,13
宁波市,牡丹江市,13
日照市,焦作市,13
宝鸡市,泸州市,13
沧州市,湖北省直辖县级行政单位,13
海口市,常州市,13
赣州市,哈尔滨市,13
大同市,濮阳市,13
辽阳市,潍坊市,13
常州市,银川市,13
呼和浩特市,资阳市,13
海南省直辖县级行政单位,咸宁市,13
鄂尔多斯市,广州市,13
宣城市,枣庄市,13
温州市,日照市,13
锦州市,菏泽市,13
石家庄市,铜仁地区,13
芜湖市,南宁市,13
普洱市,百色市,13
乌鲁木齐市,中山市,13
哈尔滨市,赣州市,13
聊城市,温州市,13
漯河市,上饶市,13
运城市,宜春市,13
烟台市,绵阳市,13
云浮市,南昌市,13
滨州市,襄樊市,13
抚州市,邢台市,13
盐城市,黔南布依族苗族自治州,13
盐城市,海口市,13
滁州市,哈尔滨市,13
东营市,长治市,13
石家庄市,郴州市,13
珠海市,邢台市,13
南平市,常德市,13
三亚市,恩施土家族苗族自治州,13
西双版纳傣族自治州,太原市,13
伊犁哈萨克自治州,驻马店市,13
平凉市,广元市,13
大同市,哈尔滨市,13
大同市,信阳市,13
淄博市,长治市,13
呼和浩特市,四平市,13
鞍山市,菏泽市,13
南京市,本溪市,13
池州市,咸宁市,13
澳门特别行政区,长春市,13
泰州市,随州市,13
泰州市,萍乡市,13
唐山市,芜湖市,13
三明市,宿州市,13
濮阳市,汉中市,13
铜仁地区,商丘市,13
湛江市,临沂市,13
温州市,晋中市,13
通化市,菏泽市,13
衡阳市,绵阳市,13
长沙市,楚雄彝族自治州,13
南平市,咸宁市,13
张掖市,甘南藏族自治州,13
聊城市,黄石市,13
黔东南苗族侗族自治州,商丘市,13
泸州市,南昌市,13
烟台市,鹤岗市,13
吉安市,长春市,13
南京市,江门市,13
黔南布依族苗族自治州,淮安市,13
丽水市,南宁市,13
晋城市,聊城市,13
郴州市,泸州市,13
舟山市,铜仁地区,13
衢州市,湖北省直辖县级行政单位,13
青岛市,大理白族自治州,13
盘锦市,牡丹江市,13
盘锦市,佳木斯市,13
武汉市,玉溪市,13
焦作市,淮南市,13
百色市,宜宾市,13
威海市,温州市,13
淮安市,渭南市,13
西宁市,廊坊市,13
宿州市,达州市,13
长治市,东营市,13
九江市,运城市,13
扬州市,铜仁地区,13
石嘴山市,渭南市,13
保定市,绍兴市,13
丽水市,哈尔滨市,13
晋城市,孝感市,13
延安市,达州市,13
营口市,滨州市,13
湘西土家族苗族自治州,宜宾市,13
唐山市,孝感市,13
三明市,徐州市,13
巢湖市,六盘水市,13
绵阳市,庆阳市,13
临沂市,大同市,13
十堰市,济宁市,13
铜仁地区,茂名市,13
清远市,咸阳市,13
南昌市,秦皇岛市,13
泉州市,北海市,13
德宏傣族景颇族自治州,西安市,13
保山市,毕节地区,13
阿勒泰地区,北京市,13
昌吉回族自治州,西宁市,13
巴音郭楞蒙古自治州,白银市,13
临汾市,枣庄市,13
马鞍山市,济宁市,13
菏泽市,娄底市,13
九江市,邢台市,13
深圳市,昌吉回族自治州,13
天津市,黔西南布依族苗族自治州,13
永州市,内江市,13
郴州市,南通市,13
遵义市,石家庄市,13
曲靖市,郴州市,13
台州市,河源市,13
青岛市,衢州市,13
滨州市,许昌市,13
临沂市,天水市,13
抚州市,兰州市,13
娄底市,南充市,13
武汉市,武威市,13
三门峡市,东营市,13
铜仁地区,鹰潭市,13
百色市,恩施土家族苗族自治州,13
潮州市,金华市,13
厦门市,长治市,13
厦门市,云浮市,13
杭州市,莱芜市,13
温州市,晋城市,13
六盘水市,益阳市,13
三亚市,防城港市,13
西双版纳傣族自治州,南阳市,13
西宁市,延安市,13
忻州市,鹤壁市,13
呼和浩特市,石嘴山市,13
徐州市,六盘水市,13
黄石市,马鞍山市,13
黄石市,许昌市,13
六安市,邢台市,13
六安市,三亚市,13
海南省直辖县级行政单位,临沂市,13
湖州市,丽江市,13
延安市,周口市,13
鄂尔多斯市,海南省直辖县级行政单位,13
郑州市,海西蒙古族藏族自治州,13
唐山市,鹤岗市,13
唐山市,岳阳市,13
承德市,菏泽市,13
宣城市,岳阳市,13
太原市,庆阳市,13
镇江市,淄博市,13
镇江市,海口市,13
桂林市,吕梁市,13
三亚市,双鸭山市,13
东莞市,西宁市,13
临沧市,黔西南布依族苗族自治州,13
拉萨市,洛阳市,13
通辽市,邢台市,13
德州市,宜昌市,13
银川市,北海市,13
嘉兴市,威海市,13
烟台市,汕头市,13
安康市,三明市,13
吉安市,广安市,13
黔南布依族苗族自治州,保定市,13
六安市,三门峡市,13
济南市,柳州市,13
宿迁市,鹰潭市,13
邢台市,四平市,13
邢台市,朝阳市,13
衡水市,湖北省直辖县级行政单位,13
承德市,盐城市,13
毕节地区,周口市,13
清远市,邯郸市,13
厦门市,营口市,13
宣城市,烟台市,13
南昌市,丽江市,13
沧州市,孝感市,13
沧州市,十堰市,13
贵阳市,蚌埠市,13
三亚市,延边朝鲜族自治州,13
乌鲁木齐市,乐山市,13
哈尔滨市,平顶山市,13
德州市,芜湖市,13
忻州市,盐城市,13
怀化市,渭南市,13
玉林市,宜宾市,13
马鞍山市,台州市,13
肇庆市,无锡市,13
嘉兴市,呼和浩特市,13
泰安市,宝鸡市,13
徐州市,庆阳市,13
南阳市,吴忠市,13
江门市,鹰潭市,13
济宁市,四平市,13
贺州市,黔西南布依族苗族自治州,13
衢州市,荆门市,13
巴中市,铜仁地区,13
巴中市,商丘市,13
晋中市,宜昌市,13
常德市,泰州市,13
常德市,焦作市,13
防城港市,襄樊市,13
临夏回族自治州,固原市,13
淮安市,景德镇市,13
普洱市,乐山市,13
楚雄彝族自治州,宜春市,13
乐山市,海南省直辖县级行政单位,13
眉山市,德宏傣族景颇族自治州,13
通辽市,长沙市,13
牡丹江市,南京市,13
聊城市,河南省直辖县级行政单位,13
兰州市,中山市,13
吴忠市,金昌市,13
葫芦岛市,鸡西市,13
葫芦岛市,常州市,13
吉安市,渭南市,13
徐州市,新余市,13
永州市,青岛市,13
海南省直辖县级行政单位,大同市,13
北海市,金华市,13
北海市,漳州市,13
宜昌市,自贡市,13
贺州市,咸宁市,13
甘南藏族自治州,海南藏族自治州,13
景德镇市,娄底市,13
株洲市,宿州市,13
承德市,新乡市,13
河源市,湖北省直辖县级行政单位,13
阳江市,泉州市,13
厦门市,四平市,13
宁德市,肇庆市,13
枣庄市,西宁市,13
南通市,新余市,13
襄樊市,河池市,13
新乡市,包头市,13
六盘水市,赣州市,13
钦州市,铜仁地区,13
南平市,保定市,13
南平市,香港特别行政区,13
三亚市,赤峰市,13
东莞市,呼和浩特市,13
保山市,天津市,13
楚雄彝族自治州,湘西土家族苗族自治州,13
德阳市,铜仁地区,13
兴安盟,辽源市,13
大兴安岭地区,营口市,13
酒泉市,固原市,13
宿州市,平凉市,13
聊城市,随州市,13
上饶市,遂宁市,13
淄博市,东莞市,13
萍乡市,驻马店市,13
萍乡市,十堰市,13
九江市,长春市,13
呼和浩特市,佛山市,13
吉安市,焦作市,13
湘潭市,淮安市,13
池州市,南宁市,13
海南省直辖县级行政单位,鞍山市,13
北海市,遂宁市,13
丽水市,柳州市,13
济宁市,湘西土家族苗族自治州,13
固原市,哈密地区,13
舟山市,珠海市,13
广安市,莆田市,13
绵阳市,汕头市,13
滨州市,阳泉市,13
西安市,舟山市,13
平顶山市,湛江市,13
衡水市,佛山市,13
亳州市,株洲市,13
抚顺市,厦门市,13
临夏回族自治州,杭州市,13
渭南市,大同市,13
新乡市,乐山市,13
沧州市,丽江市,13
桂林市,黄山市,13
莱芜市,成都市,13
莱芜市,宁波市,13
丽江市,玉林市,13
大理白族自治州,九江市,13
玉溪市,温州市,13
哈密地区,广州市,13
凉山彝族自治州,北海市,13
眉山市,保定市,13
眉山市,信阳市,13
德阳市,孝感市,13
海东地区,运城市,13
铁岭市,聊城市,13
延边朝鲜族自治州,双鸭山市,13
双鸭山市,呼伦贝尔市,13
随州市,蚌埠市,13
聊城市,通辽市,13
赣州市,渭南市,13
上饶市,太原市,13
上饶市,枣庄市,13
平凉市,资阳市,13
长治市,秦皇岛市,13
湖北省直辖县级行政单位,商洛市,13
黔西南布依族苗族自治州,巴中市,13
昭通市,赣州市,13
泸州市,十堰市,13
广元市,开封市,13
烟台市,荆州市,13
永州市,安康市,13
柳州市,六盘水市,13
六安市,日照市,13
赤峰市,常州市,13
鹰潭市,扬州市,13
鹰潭市,南宁市,13
宜昌市,滨州市,13
陇南市,福州市,13
巢湖市,唐山市,13
巢湖市,太原市,13
晋中市,南宁市,13
朔州市,昆明市,13
包头市,枣庄市,13
本溪市,呼伦贝尔市,13
景德镇市,开封市,13
盐城市,张家口市,13
娄底市,资阳市,13
岳阳市,宝鸡市,13
三门峡市,昆明市,13
天水市,阜阳市,13
温州市,大同市,13
文山壮族苗族自治州,岳阳市,13
宝鸡市,鹤壁市,13
渭南市,宜春市,13
乌兰察布市,徐州市,13
锦州市,长沙市,13
新余市,郑州市,13
襄樊市,定西市,13
沧州市,怀化市,13
秦皇岛市,福州市,13
河南省直辖县级行政单位,宿州市,13
乌海市,海南省直辖县级行政单位,13
新疆维吾尔自治区直辖县级行政单位,天津市,13
攀枝花市,遵义市,13
乐山市,西宁市,13
德阳市,阿克苏地区,13
黑河市,三亚市,13
宿州市,梅州市,13
忻州市,安庆市,13
聊城市,西宁市,13
聊城市,延安市,13
兰州市,泸州市,13
咸宁市,濮阳市,13
玉林市,信阳市,13
扬州市,新余市,13
漯河市,汉中市,13
贵港市,信阳市,13
汕尾市,湘潭市,13
天津市,玉溪市,13
遂宁市,孝感市,13
广元市,荆州市,13
吕梁市,厦门市,13
安康市,黔南布依族苗族自治州,13
安康市,包头市,13
安康市,武威市,13
永州市,徐州市,13
柳州市,廊坊市,13
六安市,柳州市,13
六安市,晋城市,13
南充市,邢台市,13
济宁市,吴忠市,13
鹰潭市,韶关市,13
张家口市,日照市,13
遵义市,廊坊市,13
云浮市,周口市,13
巢湖市,淄博市,13
淮南市,桂林市,13
绵阳市,昌吉回族自治州,13
绵阳市,大同市,13
绵阳市,扬州市,13
滨州市,通辽市,13
西安市,楚雄彝族自治州,13
铜川市,许昌市,13
株洲市,咸阳市,13
岳阳市,运城市,13
焦作市,广元市,13
衡水市,海口市,13
来宾市,湘西土家族苗族自治州,13
天水市,宜昌市,13
宣城市,萍乡市,13
滁州市,日照市,13
宝鸡市,黄石市,13
新余市,黔南布依族苗族自治州,13
南昌市,晋城市,13
荆州市,呼和浩特市,13
荆州市,百色市,13
洛阳市,铜仁地区,13
沧州市,吉安市,13
河池市,恩施土家族苗族自治州,13
安庆市,绵阳市,13
芜湖市,沧州市,13
蚌埠市,湘潭市,13
莱芜市,濮阳市,13
丽江市,柳州市,13
楚雄彝族自治州,徐州市,13
伊犁哈萨克自治州,昆明市,13
攀枝花市,福州市,13
德阳市,南通市,13
大庆市,淄博市,13
酒泉市,包头市,13
临汾市,珠海市,13
忻州市,贵阳市,13
咸宁市,眉山市,13
马鞍山市,东莞市,13
白银市,广元市,13
萍乡市,泰州市,13
萍乡市,青岛市,13
扬州市,香港特别行政区,13
漯河市,湘西土家族苗族自治州,13
黔西南布依族苗族自治州,阳江市,13
铜陵市,青岛市,13
广元市,聊城市,13
运城市,雅安市,13
泰安市,延边朝鲜族自治州,13
泰安市,乌兰察布市,13
鞍山市,金华市,13
葫芦岛市,南通市,13
孝感市,淮北市,13
南充市,海西蒙古族藏族自治州,13
鹰潭市,海南省直辖县级行政单位,13
宿迁市,乌鲁木齐市,13
宿迁市,毕节地区,13
驻马店市,赤峰市,13
三明市,池州市,13
黄山市,恩施土家族苗族自治州,13
黄山市,唐山市,13
巴中市,平顶山市,13
娄底市,哈尔滨市,13
荆门市,玉林市,13
鹤壁市,六安市,13
防城港市,河源市,13
亳州市,遵义市,13
宜宾市,茂名市,13
抚顺市,昆明市,13
日照市,金华市,13
日照市,锦州市,13
枣庄市,锦州市,13
荆州市,庆阳市,13
商丘市,赤峰市,13
洛阳市,阳泉市,13
洛阳市,萍乡市,13
新乡市,香港特别行政区,13
钦州市,三亚市,13
河池市,德阳市,13
庆阳市,遂宁市,13
庆阳市,南昌市,13
蚌埠市,咸阳市,13
乌海市,廊坊市,13
玉溪市,天津市,13
德阳市,湘西土家族苗族自治州,13
德阳市,衢州市,13
德阳市,抚州市,13
铁岭市,阜阳市,13
四平市,盐城市,13
松原市,成都市,13
宿州市,榆林市,13
宿州市,河源市,13
忻州市,南昌市,13
怀化市,宿州市,13
银川市,宜宾市,13
平凉市,海东地区,13
菏泽市,阜新市,13
菏泽市,鹰潭市,13
汉中市,长治市,13
汉中市,蚌埠市,13
九江市,资阳市,13
漯河市,泰安市,13
铜陵市,泉州市,13
泸州市,青岛市,13
遂宁市,临汾市,13
遂宁市,宣城市,13
安康市,自贡市,13
鞍山市,七台河市,13
湘潭市,哈尔滨市,13
湘潭市,常州市,13
湘潭市,泸州市,13
黔南布依族苗族自治州,青岛市,13
梧州市,湘西土家族苗族自治州,13
六安市,韶关市,13
济宁市,巴彦淖尔市,13
朝阳市,伊春市,13
湘西土家族苗族自治州,眉山市,13
邵阳市,盐城市,13
宜昌市,新余市,13
宜昌市,茂名市,13
驻马店市,忻州市,13
邢台市,通辽市,13
张家口市,莱芜市,13
贺州市,萍乡市,13
贺州市,郑州市,13
衢州市,三亚市,13
绵阳市,克拉玛依市,13
绵阳市,榆林市,13
巴中市,银川市,13
西安市,百色市,13
盘锦市,苏州市,13
抚州市,贺州市,13
景德镇市,遵义市,13
盐城市,承德市,13
株洲市,连云港市,13
常德市,唐山市,13
武汉市,德宏傣族景颇族自治州,13
荆门市,乌鲁木齐市,13
十堰市,忻州市,13
十堰市,黔南布依族苗族自治州,13
十堰市,潍坊市,13
十堰市,鹤壁市,13
十堰市,三亚市,13
鹤壁市,珠海市,13
信阳市,黔南布依族苗族自治州,13
信阳市,定西市,13
平顶山市,河源市,13
三门峡市,中山市,13
三门峡市,泉州市,13
濮阳市,台州市,13
滁州市,鄂州市,13
抚顺市,张家口市,13
渭南市,乌兰察布市,13
渭南市,张掖市,13
乌兰察布市,长春市,13
淮安市,黄石市,13
衡阳市,淮安市,13
洛阳市,酒泉市,13
新乡市,黔东南苗族侗族自治州,13
钦州市,苏州市,13
河池市,南京市,13
安庆市,运城市,13
芜湖市,大连市,13
乌海市,宜昌市,13
红河哈尼族彝族自治州,九江市,13
吐鲁番地区,阿勒泰地区,13
攀枝花市,毕节地区,13
乐山市,银川市,13
德阳市,三门峡市,13
海南藏族自治州,定西市,13
四平市,锡林郭勒盟,13
鸡西市,沧州市,13
双鸭山市,石家庄市,13
绥化市,重庆市,13
伊春市,本溪市,13
黑河市,杭州市,13
德州市,延安市,13
酒泉市,武汉市,13
聊城市,马鞍山市,13
咸宁市,汕尾市,13
马鞍山市,南平市,13
阳泉市,厦门市,13
菏泽市,巴音郭楞蒙古自治州,13
汉中市,江门市,13
九江市,德阳市,13
连云港市,惠州市,13
湖北省直辖县级行政单位,沈阳市,13
漯河市,绵阳市,13
遂宁市,南通市,13
广元市,湘西土家族苗族自治州,13
广元市,大理白族自治州,13
吴忠市,济南市,13
呼和浩特市,海东地区,13
鞍山市,鹤岗市,13
鞍山市,晋城市,13
吉安市,铜陵市,13
柳州市,澳门特别行政区,13
汕头市,衢州市,13
池州市,达州市,13
北海市,普洱市,13
南充市,普洱市,13
泰州市,锦州市,13
邵阳市,太原市,13
驻马店市,阳江市,13
安顺市,南通市,13
巢湖市,兰州市,13
淮南市,黄石市,13
淮南市,大连市,13
淮南市,昆明市,13
内江市,岳阳市,13
固原市,深圳市,13
资阳市,永州市,13
绵阳市,连云港市,13
绵阳市,呼和浩特市,13
西安市,铜陵市,13
抚州市,香港特别行政区,13
抚州市,渭南市,13
十堰市,晋中市,13
平顶山市,忻州市,13
平顶山市,百色市,13
三门峡市,乌鲁木齐市,13
焦作市,红河哈尼族彝族自治州,13
开封市,阿克苏地区,13
防城港市,宁波市,13
宁德市,池州市,13
宣城市,廊坊市,13
宜宾市,荆门市,13
威海市,遵义市,13
宝鸡市,雅安市,13
新余市,镇江市,13
衡阳市,连云港市,13
洛阳市,曲靖市,13
邯郸市,铜仁地区,13
六盘水市,梧州市,13
钦州市,香港特别行政区,13
河池市,无锡市,13
南平市,潍坊市,13
芜湖市,滨州市,13
阜阳市,德阳市,13
鄂州市,青岛市,13
鄂州市,平顶山市,13
丽江市,常州市,13
红河哈尼族彝族自治州,雅安市,13
克拉玛依市,南京市,13
哈密地区,武汉市,13
乐山市,邵阳市,13
自贡市,镇江市,13
自贡市,襄樊市,13
德阳市,红河哈尼族彝族自治州,13
甘孜藏族自治州,汉中市,13
兴安盟,西安市,13
四平市,包头市,13
牡丹江市,淄博市,13
齐齐哈尔市,张家口市,13
恩施土家族苗族自治州,揭阳市,13
随州市,遵义市,13
宿州市,商洛市,13
达州市,长治市,13
达州市,烟台市,13
忻州市,佛山市,13
玉林市,澳门特别行政区,13
玉林市,合肥市,13
大同市,吉林市,13
辽阳市,昆明市,13
萍乡市,汕尾市,13
萍乡市,芜湖市,13
湖北省直辖县级行政单位,巴中市,13
昭通市,贵港市,13
泸州市,酒泉市,13
泸州市,济南市,13
遂宁市,济南市,13
遂宁市,娄底市,13
吕梁市,常州市,13
吕梁市,庆阳市,13
安康市,酒泉市,13
吉安市,濮阳市,13
徐州市,肇庆市,13
湘潭市,宣城市,13
张家界市,青岛市,13
池州市,荆门市,13
六安市,新余市,13
香港特别行政区,北海市,13
济宁市,昌吉回族自治州,13
济宁市,漳州市,13
商洛市,连云港市,13
朝阳市,大同市,13
郴州市,临汾市,13
郴州市,廊坊市,13
湘西土家族苗族自治州,徐州市,13
驻马店市,庆阳市,13
驻马店市,西双版纳傣族自治州,13
遵义市,亳州市,13
黄山市,随州市,13
淮南市,孝感市,13
固原市,广州市,13
广安市,伊犁哈萨克自治州,13
巴中市,忻州市,13
晋中市,葫芦岛市,13
晋中市,株洲市,13
抚州市,眉山市,13
景德镇市,韶关市,13
鹤壁市,南宁市,13
鹤壁市,十堰市,13
信阳市,吕梁市,13
信阳市,来宾市,13
开封市,安顺市,13
开封市,鄂州市,13
濮阳市,上饶市,13
濮阳市,黔东南苗族侗族自治州,13
濮阳市,宜宾市,13
衡水市,桂林市,13
来宾市,安顺市,13
天水市,九江市,13
天水市,拉萨市,13
莆田市,吉林市,13
东营市,南昌市,13
日照市,芜湖市,13
淮安市,佛山市,13
衡阳市,保山市,13
许昌市,葫芦岛市,13
商丘市,资阳市,13
邯郸市,大理白族自治州,13
沧州市,石嘴山市,13
沧州市,湖州市,13
庆阳市,临沂市,13
南平市,海南省直辖县级行政单位,13
鄂州市,开封市,13
西双版纳傣族自治州,汉中市,13
红河哈尼族彝族自治州,天津市,13
红河哈尼族彝族自治州,海南省直辖县级行政单位,13
那曲地区,阿里地区,13
德阳市,唐山市,13
海东地区,嘉峪关市,13
铁岭市,七台河市,13
铁岭市,合肥市,13
阜新市,合肥市,13
牡丹江市,盐城市,13
鸡西市,潍坊市,13
鹤岗市,盘锦市,13
齐齐哈尔市,鄂尔多斯市,13
齐齐哈尔市,盐城市,13
伊春市,济宁市,13
恩施土家族苗族自治州,贵港市,13
宿州市,鹤壁市,13
兰州市,阿勒泰地区,13
临汾市,乐山市,13
咸宁市,来宾市,13
菏泽市,固原市,13
菏泽市,梅州市,13
汉中市,海西蒙古族藏族自治州,13
汉中市,湖州市,13
九江市,钦州市,13
